campaign_id,campaign_name,channel,date,impressions,clicks,conversions,cost,revenue,target_audience,region
CMP_005432,Q3 Retention,Instagram,2025-05-23 18:06:32.560854,6430,563,15,514.11,1071.78,Young Adults (18-24),Asia Pacific
CMP_006843,Holiday Conversion,Google Ads,2025-06-10 18:06:32.560854,3945,111,4,484.37,310.44,Professionals (25-34),Europe
CMP_004622,Winter Launch,Email,2026-02-02 18:06:32.560854,5933,221,10,625.65,1001.3,Young Adults (18-24),Latin America
CMP_006810,Winter Sale,Facebook,2025-09-07 18:06:32.560854,12005,234,26,179.66,4458.7,Adults (35-44),Europe
CMP_000365,Q2 Retention,Facebook,2026-03-19 18:06:32.560854,1800,77,6,307.05,528.16,Seniors (45+),Latin America
CMP_003288,Winter Retargeting,Google Ads,2026-02-12 18:06:32.560854,21124,624,23,920.51,1922.97,Seniors (45+),Latin America
CMP_002126,Q1 Promo,LinkedIn,2026-01-06 18:06:32.560854,2732,42,4,176.97,335.75,Adults (35-44),Latin America
CMP_004124,Q3 Retention,Facebook,2026-03-09 18:06:32.560854,14887,883,28,801.14,2246.43,Professionals (25-34),Europe
CMP_004570,Q2 Launch,Google Ads,2026-02-26 18:06:32.560854,11365,757,66,792.76,11218.01,Seniors (45+),Latin America
CMP_000526,Holiday Retention,Google Ads,2025-11-03 18:06:32.560854,7984,214,15,498.34,2665.82,Professionals (25-34),Europe
CMP_004822,Winter Launch,Google Ads,2025-08-27 18:06:32.560854,11814,407,34,1369.31,3060.94,Professionals (25-34),Asia Pacific
CMP_000056,Fall Awareness,Instagram,2026-03-14 18:06:32.560854,1269,11,0,15.58,0.0,Adults (35-44),North America
CMP_000639,Holiday Launch,Email,2025-08-18 18:06:32.560854,4842,233,12,712.12,803.29,Professionals (25-34),Latin America
CMP_000303,Summer Conversion,Instagram,2025-11-27 18:06:32.560854,7543,106,4,387.65,371.81,Seniors (45+),Latin America
CMP_002767,Fall Conversion,Facebook,2025-11-24 18:06:32.560854,48533,3898,104,9044.36,2735.93,Adults (35-44),North America
CMP_005812,Q3 Retention,Google Ads,2026-03-29 18:06:32.560854,14810,405,10,315.02,954.66,Professionals (25-34),Asia Pacific
CMP_001277,Q3 Retention,Instagram,2025-08-07 18:06:32.560854,4128,141,16,173.27,1083.41,Adults (35-44),North America
CMP_007568,Spring Retargeting,Facebook,2025-05-05 18:06:32.560854,18188,948,76,2198.64,3018.54,Adults (35-44),Asia Pacific
CMP_004721,Winter Launch,Google Ads,2025-09-19 18:06:32.560854,20247,913,91,3317.39,14173.1,Adults (35-44),Latin America
CMP_002056,Q1 Promo,Facebook,2026-01-06 18:06:32.560854,2783,160,11,614.69,1896.01,Young Adults (18-24),Latin America
CMP_005377,Summer Conversion,LinkedIn,2025-12-09 18:06:32.560854,2153,86,7,278.44,478.19,Professionals (25-34),Europe
CMP_006948,Holiday Retention,Instagram,2025-08-01 18:06:32.560854,1232,63,7,80.28,914.47,Adults (35-44),North America
CMP_005146,Winter Sale,Google Ads,2026-03-04 18:06:32.560854,21821,830,54,3227.86,5128.32,Professionals (25-34),North America
CMP_004433,Winter Sale,Instagram,2025-11-05 18:06:32.560854,2486,155,17,186.66,2506.68,Adults (35-44),Europe
CMP_003645,Holiday Conversion,Email,2026-02-01 18:06:32.560854,487,14,0,42.71,0.0,Adults (35-44),Europe
CMP_004144,Fall Conversion,Email,2026-02-19 18:06:32.560854,10267,188,18,541.71,1375.04,Adults (35-44),Asia Pacific
CMP_002879,Summer Promo,LinkedIn,2025-12-13 18:06:32.560854,7228,530,23,1885.42,2107.73,Adults (35-44),Europe
CMP_004203,Winter Launch,LinkedIn,2025-06-12 18:06:32.560854,8324,340,22,483.08,1380.52,Adults (35-44),Latin America
CMP_006494,Winter Awareness,Instagram,2025-07-27 18:06:32.560854,8344,591,12,2063.46,679.31,Professionals (25-34),Asia Pacific
CMP_005176,Holiday Retention,Instagram,2026-02-16 18:06:32.560854,9219,652,29,2177.84,1590.71,Young Adults (18-24),Asia Pacific
CMP_002287,Q2 Retargeting,Instagram,2026-03-26 18:06:32.560854,3499,243,16,838.09,554.24,Seniors (45+),North America
CMP_002262,Q3 Retention,LinkedIn,2025-12-17 18:06:32.560854,10406,736,30,617.09,3705.51,Young Adults (18-24),North America
CMP_005241,Q1 Promo,Facebook,2026-03-28 18:06:32.560854,11276,686,65,517.15,6470.31,Seniors (45+),Latin America
CMP_007191,Fall Conversion,Facebook,2025-12-04 18:06:32.560854,6193,466,22,874.09,,Young Adults (18-24),North America
CMP_002297,Winter Awareness,Email,2025-07-27 18:06:32.560854,2247,132,9,364.4,,Professionals (25-34),Latin America
CMP_006938,Fall Conversion,LinkedIn,2026-02-02 18:06:32.560854,11016,614,36,458.87,,Professionals (25-34),Asia Pacific
CMP_005933,Q3 Retention,Facebook,2025-08-09 18:06:32.560854,6715,101,7,416.44,988.39,Young Adults (18-24),Europe
CMP_001754,Holiday Launch,Email,2025-08-06 18:06:32.560854,14182,1076,115,4778.92,15263.34,Young Adults (18-24),North America
CMP_005198,Winter Awareness,LinkedIn,2025-05-10 18:06:32.560854,4813,132,6,577.62,251.38,Seniors (45+),Latin America
CMP_001969,Q3 Retention,Email,2025-09-14 18:06:32.560854,1377,49,3,187.84,331.29,Adults (35-44),Latin America
CMP_007020,Q2 Launch,Instagram,2026-01-28 18:06:32.560854,3008,240,14,718.85,,Professionals (25-34),Latin America
CMP_003118,Q3 Retention,Facebook,2025-04-10 18:06:32.560854,6003,392,27,599.77,3148.5,Young Adults (18-24),Europe
CMP_002394,Q3 Retention,Facebook,2025-06-21 18:06:32.560854,24025,2035,79,8275.47,12293.51,,Europe
CMP_000524,Fall Conversion,LinkedIn,2026-02-22 18:06:32.560854,3956,213,5,947.73,677.95,Young Adults (18-24),Europe
CMP_006377,Fall Awareness,Email,2026-01-26 18:06:32.560854,28182,1385,94,4156.35,12455.15,Professionals (25-34),Europe
CMP_006789,Winter Launch,Instagram,2026-02-24 18:06:32.560854,4714,266,7,1183.74,331.17,Adults (35-44),Asia Pacific
CMP_005525,Q3 Retention,Google Ads,2025-11-24 18:06:32.560854,60895,3123,351,3515.17,13329.05,Professionals (25-34),Europe
CMP_006678,Q1 Promo,LinkedIn,2025-08-11 18:06:32.560854,2823,159,3,304.19,212.69,Adults (35-44),Europe
CMP_003901,Winter Retargeting,Instagram,2025-10-21 18:06:32.560854,14573,749,40,935.0,4331.89,Professionals (25-34),North America
CMP_007529,Q2 Retention,Email,2025-12-28 18:06:32.560854,14745,278,22,329.29,1688.27,Seniors (45+),Latin America
CMP_004700,Summer Conversion,Instagram,2026-03-29 18:06:32.560854,13621,732,71,933.37,5365.5,Young Adults (18-24),Europe
CMP_005586,Summer Promo,Instagram,2025-05-05 18:06:32.560854,5324,247,4,523.81,566.63,Young Adults (18-24),Europe
CMP_007131,Fall Conversion,Facebook,2025-08-24 18:06:32.560854,12294,217,4,881.6,424.07,Seniors (45+),Asia Pacific
CMP_003123,Winter Launch,Instagram,2025-05-09 18:06:32.560854,22984,610,19,2208.64,684.19,Young Adults (18-24),Europe
CMP_006778,Fall Conversion,Google Ads,2025-10-29 18:06:32.560854,15392,147,2,416.35,231.83,Seniors (45+),Latin America
CMP_004157,Q3 Retention,Google Ads,2025-11-27 18:06:32.560854,4837,83,9,169.98,882.36,Young Adults (18-24),Latin America
CMP_001970,Winter Awareness,Google Ads,2025-04-18 18:06:32.560854,28835,678,21,1724.77,1898.17,Professionals (25-34),Latin America
CMP_000672,Q2 Launch,Instagram,2026-03-08 18:06:32.560854,32757,1738,95,1835.11,14280.57,Adults (35-44),North America
CMP_004189,Q2 Retargeting,Facebook,2026-01-13 18:06:32.560854,2416,41,0,36.85,0.0,Professionals (25-34),Europe
CMP_000667,Summer Conversion,Facebook,2025-08-08 18:06:32.560854,7554,457,22,1100.31,1023.85,Young Adults (18-24),Europe
CMP_006998,Fall Conversion,Email,2026-03-12 18:06:32.560854,1335,83,5,51.08,332.93,Professionals (25-34),Latin America
CMP_001888,Q2 Launch,Email,2025-08-09 18:06:32.560854,25232,2170,127,3570.36,12028.58,Seniors (45+),Asia Pacific
CMP_003267,Holiday Retention,Google Ads,2025-11-05 18:06:32.560854,107755,5171,133,15929.45,19567.88,Young Adults (18-24),Asia Pacific
CMP_000281,Winter Sale,Google Ads,2026-03-06 18:06:32.560854,5860,460,49,337.83,1927.44,Adults (35-44),Latin America
CMP_001720,Q2 Retention,Email,2025-08-05 18:06:32.560854,4112,162,6,321.62,577.46,Seniors (45+),Europe
CMP_002948,Q2 Retargeting,Facebook,2025-11-17 18:06:32.560854,1084,10,0,44.85,0.0,Professionals (25-34),North America
CMP_004456,Spring Retargeting,LinkedIn,2025-05-07 18:06:32.560854,7002,421,14,844.16,415.92,Young Adults (18-24),Europe
CMP_000900,Holiday Retention,Google Ads,2025-05-22 18:06:32.560854,8760,172,3,198.68,135.77,Adults (35-44),North America
CMP_006032,Summer Promo,Instagram,2025-09-23 18:06:32.560854,18120,1048,96,1281.34,16400.41,Adults (35-44),Europe
CMP_007822,Fall Conversion,Google Ads,2025-10-02 18:06:32.560854,3888,70,6,242.36,314.4,Seniors (45+),Europe
CMP_006091,Fall Conversion,Google Ads,2025-10-17 18:06:32.560854,40238,1581,150,5652.95,24827.9,Young Adults (18-24),Asia Pacific
CMP_007507,Fall Conversion,Email,2025-10-15 18:06:32.560854,54329,3131,224,11035.66,37178.97,Adults (35-44),North America
CMP_006992,Holiday Launch,Google Ads,2025-08-06 18:06:32.560854,19355,432,26,1431.05,3372.03,Professionals (25-34),Latin America
CMP_000761,Winter Awareness,Facebook,2025-06-25 18:06:32.560854,3451,43,2,148.05,164.06,Young Adults (18-24),North America
CMP_006255,Winter Sale,Email,2025-10-10 18:06:32.560854,8181,540,61,1245.12,4136.5,Young Adults (18-24),Asia Pacific
CMP_001907,Spring Retargeting,Instagram,2026-03-23 18:06:32.560854,2223,123,7,278.83,767.81,Professionals (25-34),Latin America
CMP_004043,Summer Conversion,Google Ads,2025-11-03 18:06:32.560854,16999,1442,131,1825.39,3406.52,Professionals (25-34),Europe
CMP_003824,Holiday Launch,Email,2025-09-12 18:06:32.560854,6956,184,19,494.94,578.56,Adults (35-44),Asia Pacific
CMP_004139,Holiday Conversion,Email,2026-01-05 18:06:32.560854,5530,439,22,665.42,3104.09,Seniors (45+),Asia Pacific
CMP_003819,Q2 Retargeting,Email,2026-02-17 18:06:32.560854,163375,3397,91,10278.12,5182.37,Adults (35-44),Latin America
CMP_006270,Summer Promo,LinkedIn,2025-12-28 18:06:32.560854,11165,424,33,220.72,2727.88,Adults (35-44),Latin America
CMP_004301,Spring Retargeting,LinkedIn,2025-05-19 18:06:32.560854,2901,111,2,136.06,250.29,Professionals (25-34),Asia Pacific
CMP_005570,Q2 Launch,Google Ads,2026-03-27 18:06:32.560854,6420,475,16,309.25,,Adults (35-44),North America
CMP_006197,Summer Promo,Facebook,2025-08-07 18:06:32.560854,6492,321,13,561.04,804.47,Professionals (25-34),Europe
CMP_002594,Winter Launch,LinkedIn,2025-11-21 18:06:32.560854,94351,2853,79,12139.45,9716.02,Seniors (45+),Asia Pacific
CMP_004165,Q3 Retention,LinkedIn,2025-12-18 18:06:32.560854,3031,150,12,421.82,1547.87,Professionals (25-34),Europe
CMP_003032,Winter Launch,Facebook,2025-10-16 18:06:32.560854,23064,1456,46,6353.78,4525.19,Professionals (25-34),Asia Pacific
CMP_005972,Winter Awareness,Facebook,2025-07-19 18:06:32.560854,1946,33,3,44.7,398.35,Adults (35-44),Latin America
CMP_003580,Fall Conversion,Email,2025-11-11 18:06:32.560854,6056,367,13,723.33,1590.58,Young Adults (18-24),Europe
CMP_002833,Q2 Retargeting,Instagram,2025-06-08 18:06:32.560854,1302,16,1,17.08,42.37,Adults (35-44),Europe
CMP_005450,Summer Conversion,Facebook,2025-06-12 18:06:32.560854,47543,1274,105,5712.18,18625.88,Seniors (45+),Europe
CMP_003473,Winter Awareness,Google Ads,2025-12-19 18:06:32.560854,5639,438,46,292.57,2013.15,Seniors (45+),Asia Pacific
CMP_006328,Q3 Retention,Google Ads,2025-10-13 18:06:32.560854,1450,33,2,55.57,75.37,Young Adults (18-24),Europe
CMP_000138,Holiday Conversion,Instagram,2026-01-16 18:06:32.560854,15266,557,37,2392.05,2458.57,Young Adults (18-24),Latin America
CMP_004893,Fall Conversion,Email,2025-12-19 18:06:32.560854,5349,216,24,896.79,3483.51,Adults (35-44),Europe
CMP_002181,Q3 Retention,Facebook,2025-09-03 18:06:32.560854,80436,4148,67,2017.43,9607.17,Professionals (25-34),Europe
CMP_002129,Holiday Retention,LinkedIn,2026-03-04 18:06:32.560854,3230,176,20,305.75,1306.18,Adults (35-44),North America
CMP_003178,Holiday Retention,Email,2026-03-04 18:06:32.560854,28362,729,56,2415.26,4821.04,Professionals (25-34),North America
CMP_004855,Holiday Launch,Google Ads,2025-12-25 18:06:32.560854,4997,109,5,328.93,191.21,Seniors (45+),North America
CMP_004638,Q2 Retention,Facebook,2026-01-04 18:06:32.560854,17886,1318,89,3388.44,,Young Adults (18-24),Europe
CMP_005116,Winter Retargeting,LinkedIn,2025-12-26 18:06:32.560854,4387,179,6,705.27,317.54,Young Adults (18-24),Asia Pacific
CMP_007045,Holiday Retention,Instagram,2026-03-17 18:06:32.560854,7959,182,12,660.74,1412.75,Seniors (45+),North America
CMP_004262,Fall Awareness,LinkedIn,2026-03-05 18:06:32.560854,6751,366,33,1562.88,3252.32,Professionals (25-34),North America
CMP_004345,Fall Awareness,Google Ads,2025-12-12 18:06:32.560854,85499,2034,119,2945.63,5032.83,Seniors (45+),Asia Pacific
CMP_001332,Spring Retargeting,LinkedIn,2026-01-20 18:06:32.560854,18867,830,27,1761.44,,Adults (35-44),Latin America
CMP_002018,Winter Awareness,Google Ads,2026-03-09 18:06:32.560854,4485,167,19,313.27,2992.52,Young Adults (18-24),Asia Pacific
CMP_004543,Q3 Retention,Email,2025-07-25 18:06:32.560854,5128,327,28,1275.86,4706.09,Adults (35-44),Europe
CMP_002483,Winter Retargeting,Email,2026-03-19 18:06:32.560854,1910,81,8,127.52,338.06,Seniors (45+),Latin America
CMP_007003,Fall Conversion,Google Ads,2026-02-19 18:06:32.560854,866,48,2,110.96,148.14,Professionals (25-34),North America
CMP_001359,Fall Conversion,LinkedIn,2025-08-22 18:06:32.560854,42054,1308,67,1358.76,5560.8,Professionals (25-34),Asia Pacific
CMP_006942,Fall Conversion,Google Ads,2026-03-01 18:06:32.560854,721,8,0,26.6,0.0,Young Adults (18-24),Asia Pacific
CMP_006242,Fall Awareness,Facebook,2025-05-27 18:06:32.560854,5884,224,20,353.17,1957.28,Adults (35-44),Asia Pacific
CMP_001330,Holiday Launch,Email,2025-11-13 18:06:32.560854,2910,49,2,193.56,320.19,Young Adults (18-24),North America
CMP_005464,Fall Conversion,Google Ads,2025-09-07 18:06:32.560854,19351,945,103,3861.99,12043.62,Seniors (45+),Europe
CMP_006882,Winter Awareness,Google Ads,2025-07-21 18:06:32.560854,9836,411,22,1161.38,1422.59,Seniors (45+),Latin America
CMP_007954,Winter Awareness,LinkedIn,2025-05-06 18:06:32.560854,5502,164,6,588.68,325.84,Adults (35-44),Latin America
CMP_002151,Holiday Conversion,LinkedIn,2025-09-15 18:06:32.560854,2799,185,14,188.21,978.45,Adults (35-44),Latin America
CMP_004531,Q2 Retention,Facebook,2025-08-18 18:06:32.560854,4132,276,11,437.92,1085.23,Adults (35-44),Asia Pacific
CMP_002123,Fall Awareness,Email,2026-03-25 18:06:32.560854,16918,843,55,1406.15,4679.73,Seniors (45+),Europe
CMP_004674,Holiday Conversion,Google Ads,2025-06-05 18:06:32.560854,10915,812,47,1415.51,3168.57,Professionals (25-34),Asia Pacific
CMP_003982,Q2 Retargeting,Google Ads,2026-02-13 18:06:32.560854,10720,342,27,1055.71,4586.26,Young Adults (18-24),Latin America
CMP_006997,Fall Conversion,Google Ads,2026-01-05 18:06:32.560854,2212,109,7,63.54,466.72,Adults (35-44),Europe
CMP_001253,Q3 Retention,Email,2025-06-08 18:06:32.560854,22612,1321,137,4907.55,16754.3,Young Adults (18-24),North America
CMP_003279,Winter Awareness,Instagram,2025-09-14 18:06:32.560854,47085,1095,17,1112.43,2887.02,Adults (35-44),Latin America
CMP_003375,Holiday Launch,Instagram,2026-02-15 18:06:32.560854,2364,86,8,229.13,1119.93,Seniors (45+),Latin America
CMP_002815,Holiday Retention,LinkedIn,2025-12-05 18:06:32.560854,56138,2972,129,3234.41,19169.77,Young Adults (18-24),Latin America
CMP_004720,Winter Awareness,Instagram,2026-03-14 18:06:32.560854,1154,71,3,173.08,111.15,Seniors (45+),Latin America
CMP_006545,Holiday Retention,Instagram,2025-11-12 18:06:32.560854,71475,3996,114,14532.65,16726.13,Professionals (25-34),Asia Pacific
CMP_001849,Holiday Launch,Email,2026-03-05 18:06:32.560854,14195,618,11,2608.41,493.18,Professionals (25-34),Europe
CMP_004859,Fall Conversion,LinkedIn,2026-03-13 18:06:32.560854,39735,1482,95,1593.53,9361.3,Adults (35-44),Europe
CMP_003038,Spring Retargeting,Facebook,2026-03-28 18:06:32.560854,8312,100,9,290.52,1420.11,Professionals (25-34),Latin America
CMP_000389,Spring Retargeting,Google Ads,2026-01-29 18:06:32.560854,14296,1035,59,2130.99,7646.19,Adults (35-44),North America
CMP_000236,Winter Sale,Instagram,2026-01-21 18:06:32.560854,18678,410,43,317.26,4197.34,Seniors (45+),North America
CMP_001078,Fall Awareness,Google Ads,2026-01-09 18:06:32.560854,13048,708,74,2544.8,9590.91,Adults (35-44),Latin America
CMP_001985,Q2 Retargeting,Google Ads,2025-06-16 18:06:32.560854,9720,202,7,862.6,747.66,Young Adults (18-24),Asia Pacific
CMP_004364,Q1 Promo,Google Ads,2025-11-22 18:06:32.560854,8028,101,9,326.44,236.52,Young Adults (18-24),Latin America
CMP_003963,Summer Promo,Instagram,2025-04-19 18:06:32.560854,20259,1376,100,1758.41,6185.08,Young Adults (18-24),Europe
CMP_000771,Q2 Launch,LinkedIn,2025-06-04 18:06:32.560854,1561,95,10,260.58,591.69,Young Adults (18-24),Europe
CMP_002166,Winter Launch,Google Ads,2026-03-28 18:06:32.560854,43555,1388,125,3726.28,13798.59,Seniors (45+),North America
CMP_004534,Q3 Retention,Google Ads,2025-09-03 18:06:32.560854,6110,268,8,830.87,1128.87,Seniors (45+),Asia Pacific
CMP_000674,Winter Launch,Facebook,2025-11-22 18:06:32.560854,8344,535,63,1392.46,2600.66,Adults (35-44),Latin America
CMP_000250,Q2 Launch,Instagram,2026-02-25 18:06:32.560854,32474,2405,152,5265.75,5789.4,Professionals (25-34),North America
CMP_006298,Summer Conversion,LinkedIn,2025-05-20 18:06:32.560854,13777,893,71,402.97,5264.46,Young Adults (18-24),North America
CMP_001575,Holiday Retention,LinkedIn,2025-07-26 18:06:32.560854,3980,202,10,908.98,407.7,Adults (35-44),North America
CMP_006239,Winter Launch,Instagram,2026-02-28 18:06:32.560854,2890,220,26,829.63,2235.58,Seniors (45+),Asia Pacific
CMP_003420,Q1 Promo,LinkedIn,2025-04-10 18:06:32.560854,10778,898,43,1409.86,6122.6,Adults (35-44),Latin America
CMP_002082,Winter Launch,LinkedIn,2025-05-10 18:06:32.560854,36005,2392,210,1733.05,10809.98,Young Adults (18-24),Latin America
CMP_001824,Q2 Retargeting,Google Ads,2026-02-04 18:06:32.560854,23442,1070,120,2936.03,20268.22,Young Adults (18-24),Europe
CMP_007475,Winter Launch,Google Ads,2025-10-09 18:06:32.560854,4941,151,12,124.19,1600.25,Professionals (25-34),Europe
CMP_007891,Winter Awareness,Instagram,2025-06-25 18:06:32.560854,5502,234,20,635.67,656.57,Adults (35-44),Asia Pacific
CMP_004545,Q2 Launch,LinkedIn,2025-10-10 18:06:32.560854,37201,2589,227,3517.57,31780.96,Professionals (25-34),Europe
CMP_005566,Summer Promo,Instagram,2025-04-17 18:06:32.560854,561,17,1,11.65,168.13,Young Adults (18-24),Asia Pacific
CMP_000717,Fall Conversion,Facebook,2026-02-19 18:06:32.560854,38122,881,93,945.1,9640.26,Professionals (25-34),Latin America
CMP_007208,Winter Launch,Facebook,2025-10-12 18:06:32.560854,59955,3382,251,3507.29,25681.17,Seniors (45+),Latin America
CMP_007541,Fall Conversion,LinkedIn,2025-07-15 18:06:32.560854,9631,345,28,204.47,4445.54,Young Adults (18-24),Asia Pacific
CMP_002049,Q2 Retargeting,Email,2025-11-28 18:06:32.560854,1327,18,1,39.84,43.88,Adults (35-44),Latin America
CMP_005998,Fall Conversion,Email,2026-02-02 18:06:32.560854,17551,406,26,1687.09,3947.9,Seniors (45+),Europe
CMP_006601,Q3 Retention,Email,2025-11-25 18:06:32.560854,47868,3666,414,9757.14,15767.46,Seniors (45+),Europe
CMP_005265,Fall Conversion,Email,2026-03-26 18:06:32.560854,10114,320,35,435.45,5630.32,Seniors (45+),Latin America
CMP_004179,Fall Awareness,Email,2025-09-11 18:06:32.560854,30569,1222,35,3662.49,2487.35,Young Adults (18-24),Europe
CMP_004810,Winter Awareness,Facebook,2026-02-27 18:06:32.560854,25831,924,55,1499.95,6698.71,Professionals (25-34),Latin America
CMP_002725,Q2 Launch,Google Ads,2025-10-09 18:06:32.560854,4799,382,43,1389.71,6868.26,Seniors (45+),Asia Pacific
CMP_007303,Q2 Launch,Facebook,2025-08-21 18:06:32.560854,24113,1364,121,3297.33,15606.78,Seniors (45+),North America
CMP_001461,Fall Awareness,LinkedIn,2025-10-07 18:06:32.560854,2365,50,4,99.77,636.33,Young Adults (18-24),Europe
CMP_006915,Q2 Retention,Email,2025-08-28 18:06:32.560854,13803,1041,99,3740.16,5391.97,Adults (35-44),Latin America
CMP_005990,Winter Launch,LinkedIn,2026-02-17 18:06:32.560854,1694,83,5,356.14,338.14,Professionals (25-34),North America
CMP_001669,Spring Retargeting,Google Ads,2025-06-07 18:06:32.560854,55098,4138,381,15622.29,21199.36,Professionals (25-34),Asia Pacific
CMP_002757,Fall Conversion,Google Ads,2025-11-04 18:06:32.560854,1368,94,5,108.21,,Seniors (45+),North America
CMP_002001,Summer Promo,Facebook,2025-08-15 18:06:32.560854,3408,102,12,438.75,843.38,Seniors (45+),North America
CMP_004572,Q3 Retention,Email,2026-01-08 18:06:32.560854,16842,794,54,1100.95,3860.19,Seniors (45+),Latin America
CMP_004614,Fall Conversion,LinkedIn,2025-06-03 18:06:32.560854,7930,137,13,132.94,1740.26,Professionals (25-34),Asia Pacific
CMP_007508,Fall Conversion,Email,2025-09-11 18:06:32.560854,25517,1587,113,2610.61,11195.32,Young Adults (18-24),Asia Pacific
CMP_000405,Summer Conversion,Instagram,2025-09-09 18:06:32.560854,4933,241,25,478.61,3731.21,Professionals (25-34),Latin America
CMP_000385,Winter Awareness,Email,2026-01-25 18:06:32.560854,4362,118,6,512.62,1043.94,Seniors (45+),Europe
CMP_007255,Holiday Launch,Google Ads,2025-09-09 18:06:32.560854,967,13,0,11.21,0.0,Young Adults (18-24),Asia Pacific
CMP_002153,Fall Awareness,LinkedIn,2026-01-18 18:06:32.560854,2161,78,8,325.76,688.56,Young Adults (18-24),Latin America
CMP_001634,Fall Conversion,Instagram,2026-02-10 18:06:32.560854,22460,1080,55,1900.44,4489.91,Professionals (25-34),Latin America
CMP_007710,Summer Promo,Email,2026-02-22 18:06:32.560854,81075,6343,411,18248.25,17874.46,Adults (35-44),Asia Pacific
CMP_005581,Q1 Promo,Email,2025-04-26 18:06:32.560854,5443,313,27,196.18,3130.91,Professionals (25-34),North America
CMP_004785,Fall Conversion,Email,2025-10-16 18:06:32.560854,10561,638,76,2491.83,10442.48,Adults (35-44),North America
CMP_007270,Winter Sale,Instagram,2025-09-22 18:06:32.560854,2196,161,15,328.51,2384.21,Adults (35-44),Europe
CMP_006971,Q2 Retention,LinkedIn,2025-07-18 18:06:32.560854,40521,3083,210,3229.08,8407.28,Adults (35-44),Latin America
CMP_003926,Summer Promo,Google Ads,2025-04-17 18:06:32.560854,8992,468,19,1408.98,1046.56,Seniors (45+),Europe
CMP_005337,Q3 Retention,Email,2025-09-15 18:06:32.560854,6300,90,6,70.02,720.45,Professionals (25-34),Asia Pacific
CMP_004159,Summer Conversion,Instagram,2026-03-23 18:06:32.560854,1772,105,4,284.13,115.16,Professionals (25-34),Latin America
CMP_004949,Winter Retargeting,Google Ads,2026-02-13 18:06:32.560854,37798,2054,132,7431.57,8709.73,Adults (35-44),Latin America
CMP_005899,Winter Awareness,Instagram,2026-03-21 18:06:32.560854,12052,566,26,1828.84,1659.64,Seniors (45+),Europe
CMP_007325,Summer Promo,Google Ads,2025-05-12 18:06:32.560854,3791,50,5,86.45,262.81,Professionals (25-34),Asia Pacific
CMP_005359,Q3 Retention,Email,2026-02-25 18:06:32.560854,2812,152,10,370.11,647.59,Young Adults (18-24),Europe
CMP_000224,Winter Launch,Facebook,2025-09-27 18:06:32.560854,11380,347,17,357.7,,Professionals (25-34),Europe
CMP_002194,Q3 Retention,Google Ads,2025-12-04 18:06:32.560854,19723,370,42,361.52,3739.37,Adults (35-44),Asia Pacific
CMP_003137,Q1 Promo,Instagram,2026-01-27 18:06:32.560854,21855,679,80,955.96,6897.45,Seniors (45+),Europe
CMP_004470,Holiday Conversion,Email,2026-03-04 18:06:32.560854,53852,4615,96,5485.32,16863.32,Adults (35-44),Europe
CMP_001825,Spring Retargeting,LinkedIn,2025-12-30 18:06:32.560854,23267,1725,30,5441.36,3787.37,Professionals (25-34),North America
CMP_007420,Summer Conversion,LinkedIn,2026-01-19 18:06:32.560854,3642,82,7,69.01,622.56,Seniors (45+),Asia Pacific
CMP_005125,Holiday Conversion,Instagram,2026-03-12 18:06:32.560854,150,5,0,6.1,0.0,Young Adults (18-24),North America
CMP_004973,Summer Conversion,LinkedIn,2025-11-22 18:06:32.560854,18956,868,66,2296.62,11022.2,Young Adults (18-24),North America
CMP_000798,Fall Awareness,Email,2025-12-05 18:06:32.560854,1497,57,3,111.68,249.69,Seniors (45+),Asia Pacific
CMP_002872,Winter Retargeting,Facebook,2026-03-20 18:06:32.560854,2035,168,13,109.26,2215.17,Young Adults (18-24),Latin America
CMP_000010,Summer Promo,Facebook,2026-01-17 18:06:32.560854,34702,648,65,2171.76,11114.56,Professionals (25-34),Latin America
CMP_006594,Q3 Retention,Google Ads,2026-02-25 18:06:32.560854,26710,511,25,1305.92,1274.11,Seniors (45+),North America
CMP_001945,Summer Promo,Facebook,2026-02-08 18:06:32.560854,8299,242,11,520.64,893.04,Professionals (25-34),Latin America
CMP_001839,Fall Awareness,Instagram,2026-03-16 18:06:32.560854,3804,54,4,119.27,394.37,Young Adults (18-24),Europe
CMP_004805,Q2 Launch,Instagram,2026-02-17 18:06:32.560854,15160,465,36,1091.74,5406.86,Young Adults (18-24),Europe
CMP_000256,Q1 Promo,Email,2025-12-03 18:06:32.560854,30776,1133,122,4560.32,16451.51,Adults (35-44),Latin America
CMP_007027,Holiday Launch,Instagram,2025-04-26 18:06:32.560854,8660,296,7,271.69,1090.21,Young Adults (18-24),North America
CMP_005714,Winter Launch,Instagram,2026-03-20 18:06:32.560854,4335,288,30,283.09,4219.59,Young Adults (18-24),North America
CMP_004486,Winter Launch,Facebook,2026-01-27 18:06:32.560854,7354,303,13,609.96,472.75,Young Adults (18-24),Asia Pacific
CMP_007279,Summer Promo,Google Ads,2026-01-31 18:06:32.560854,8658,92,3,193.26,481.68,Adults (35-44),Europe
CMP_001582,Q2 Retention,LinkedIn,2025-10-06 18:06:32.560854,7566,661,52,2188.64,8260.72,Young Adults (18-24),Latin America
CMP_002957,Spring Retargeting,Google Ads,2026-01-23 18:06:32.560854,224593,14371,1706,14301.31,113965.64,Young Adults (18-24),North America
